,text,label_category
2119,"Piece Hall is a great place to spend a couple of hours, shopping, eating, grabbing a coffee or just having some family time in the vast courtyard.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2120,"Also good eateries, cafes and a little bit of history thrown in.","[1, 0, 1, 0, 0, 0, 0, 0, 0]"
2121,Worth visiting just to enjoy that element.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2122,"It contains a good, diverse selection of shops, selling a whole range of items.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2123,I always tend to use the Eureka car park but it's a busy road to cross if you're not quick on your feet.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2124,"We'll worth a visit, especially on sunnier days to enjoy the open, safe space.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2125,"A beautiful, historic building with lots of charm and character.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2126,The bean blend just tasted bitter without much coffee taste (old or over roasted),"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2127,The cafe lattes were very small less than 8oz in my opinion.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2128,The sandwich when it finally arrived was nice.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2129,I suggest the owner stops trying to be a barista and instead goes out and hires some staff that can hustle.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2130,During which they ran out of sandwiches then bread to make the sandwiches.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2131,What a shambles took 25 mins and a trip to the counter to complain to get 2 cafe lattes at monday lunchtime.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2132,The Deli Cafe in the Piece Hall.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2133,I was so looking forward to visiting here on 6th August.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2134,However what I saw was missed opportunity.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2135,"Why open and disappoint, people won't return ?","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2136,What a wonderful space that just needs filling.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2137,"Need more variety, more entertainment and music.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2138,"The two eateries could not cope with the volume, queued half an hour for very overpriced drinks.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2139,"What an amazing building and renovation but all the shops are similar, gift shops.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2140,Nothing whatsoever to do.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2141,"A square with nothing going on, no entertainment, no stalls, no street art or food.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2142,"I can imagine amazing concerts, food markets, kids entertainment.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2143,"But, it is so empty.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2144,The new Piece Hall is beautiful.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2145,People wanting to spend money didnt have a lot of choice.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2146,All the units that were open were packed.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2147,"Which is great, but put people off from going inside and spending.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2148,More shops would have eased the congestion.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2149,It is a magnificent space.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2150,And the seating and water feature are brilliant.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2151,Cant wait for the trees to go in and then maybe some grass for the dogs.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2152,There seems to be about as many empty shops as there ever was.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2153,Not what one would expect from a newly refurbished building.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2154,Some parts of the floor are still so badly worn or broken that they rely on hazard marker tape to warn people.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2155,"Some of the sandstone flooring appears to have been filled in with mortar, which is now lifting.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2156,The refurbishment doesn't seem to have done much about parts of the structure.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2157,The central area is massively improved.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2158,I was a little dissapointed given the hype that was given to the refurbishment.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2159,"The 2 ladies working there , Michelle & Lisa, are gorgeous.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2160,There are heaps of shops full of gifts and other unique items as well as coffee and eating places.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2161,We are travelling from Australia and loved our visit to Piece Hall in Hallifax.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2162,The lolly shop is like stepping back in time & the litte ice cream shop is a must see.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2163,They have around 20 different flavors of ice cream and great choice of other small meals.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2164,What a beautifully restored old public building - now with fascinating little shops throughout.,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
2165,Popped in to the Piece Hall for a bit of fun and laughter.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2166,Nice place to have a walk around with a few shops scattered about.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2167,"This looks to be a great place for holding events - the day we went there were various street performers and bits and pieces going on, it cartainly seemed to grab the attention of those who were there!!","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2168,It should be noted that a fair few of the units did not seem to have anything in them as of yet - but might be worth another visit when it has re-estabished itself a bit more.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2169,"Dont let this put you off if in the area, its still worth a wonder...!","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2170,It is hoped that it will return to its busy heyday.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2171,These days it's many shops are home to a variety of shop traders.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2172,I'm referring to the Industrial Revolution period.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2173,"The historical PIece Hall was, once upon a time, a hub of activity and trade...","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2174,Recently reopened to the public after renovations.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2175,The venue has been used on numerous occasions as a film location.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2176,"Not least, for Brassed Off starring a young Ewan McGregor and the late Pete Postlethwaite.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2177,The Piece Hall had it's Yorkshire stone cobbled removed and now feels slightly European with its smooth stone flooring and water feature.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2178,Lovely historic tourist attraction with an array of great independent shops to look around.,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
2179,"Oh and there's a ton of events taking place there too, such as live music, and arts and crafts stalls etc...","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2180,It's a lovely place to come and sit on a hot summer day as the piece hall is now adorned with running water features that kids r allowed to splash around in and cool down!!,"[0, 0, 0, 1, 0, 0, 0, 0, 1]"
2181,Even nicer since the multi million pound renovation which adjoined it onto the library and u can now access it from the bottom of town near the train station so it's definitely easier for tourists to discover it and have access to.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2182,Some good collectors shops worth visiting.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2183,"And now we have piped music in the Piece Hall - can't we just have natural ambience, please!","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2184,The new entrances through the walls of the building have damaged it's historical and architectural significance.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2185,Restoration somewhat unsympathetic and the building has lost it's internal perspective with the new grey raised flat floor.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2186,A number of barscafesrestaurants but all expensive by local standards and too many sadly tainted by loud bass heavy contemporary music.,"[1, 0, 1, 0, 0, 0, 0, 0, 0]"
2187,"I've been going to Avebury for over 30 years and it has changed from a wonderful experience to, in part, a poorly performing venue.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2188,It's two main bad points are The National Trust shop which is an absolute rip off and the restaurant which dire.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2189,"It used to have The Stones Restaurant full of wondrous home made exciting dishes, now it's sandwiches and crisps.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2190,Would recommend a stop if you are nearby but maybe not worth going out of your way to go there.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2191,I am sure the historical value is great but for sightseeing isn't ideal given the scale - structures spread so much that you don't have a single place where you can stand and appreciate it.,"[0, 1, 0, 1, 0, 0, 0, 1, 0]"
2192,"There is very limited to see, the supporting structure doesn't really add much.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2193,Comparing to Stonehenge is quite a disappointment.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2194,I think I was unlucky in the timing of my visit after prolonged (and continuing) rain.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2195,Many of the paths were closed so I didn't seem to be able to see that much and there was nowhere I could go to get a sense of the site as a whole because of the stones being right in the village.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2196,"It is interesting but I think I missed out on the story and it was frustrating to walk to a gate post only to find the way was barred and have to walk back again, it would have been nice to explain up front what areas were still available to explore.","[0, 0, 0, 0, 0, 0, 1, 0, 1]"
2197,The stones themselves are really impressive and still give you that ancient satisfaction and amazing experience.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2198,"I think it would be best to visit on your way to stone henge as a kind of build up, or simply by its self.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2199,Although i do think that it was worth the visit.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2200,"Sadly I visited Avebury AFTER i went to Stone henge, so i was a bit under whelmed.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2201,"Over all I think its worth the trip, but your expectations shouldnt be too high for any reason.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2202,And pop into the Red Lion for a good beer.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2203,Or spend the night here before starting to walk the Ridgeway National Trail.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2204,Avebury provides a great base for some great walks with scenic views and huge amounts of archaeology to look at.,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
2205,"Nevertheless, still very popular with tourists especially, as today, on a fine spring day.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2206,Contemporary with Stonehenge and larger but rather less well known.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2207,One of the most atmospheric of places.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2208,Busy Devizes to Swindow main road slices through peaceful aesthetic but tight S bend enjoyed by many bikers.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2209,Be prepared to meet bizarre beliefs from wandering hippy rogues who have an overlty keen consumption of alcohol served up from a grubby red lion pub who desperately want you to eat their food.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2210,Christian village almost entirely bought out by the National Trust.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2211,"We did a walk to take in Silbury Hill, west Kennet longbarrow, the Sanctuary and west Kennet drive.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2212,"Kids can run around, plenty of space to picnic.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2213,"NT cafe, pub, village shops and glorious Wiltshire countryside.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2214,"Much more accessible than both stone henge and Carnag, Avebury and surroundings are open to roam around and touch.","[0, 1, 0, 0, 0, 1, 0, 0, 0]"
2215,Great place to visit if you like connecting in some way with ancient cultures.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2216,Car park not massive.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2217,Brilliant organisation that does so much excellent work.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2218,Little plug - join the NT!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2219,"The National Trust do a great job, as ever, of curating the sight.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
2220,Took a while to connect with the place but really enjoyed it.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2221,Think it's more of a summertime venue where you can take a picnic and commune and meet people and spend time in such a historic location and appreciate the world going by...,"[1, 0, 0, 1, 0, 0, 0, 0, 0]"
2222,Definitely worth a visit though not sure I will go back again in winter.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2223,Found the road straight through the middle a bit of a stark contrast to the spirituality of the place but maybe that's am message in itself.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2224,Really got a sense of space and time.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2225,Got there a bit late as the sun was going down.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2226,Saw so many different faces and animals in the stones.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2227,Also much better in the sense that you are allowed (in fact encouraged) to get up close and personal with the stones themselves.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2228,"Lesser known, bigger brother to the more famous Stonehenge.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2229,Grassed over however animals within the stones keep the grass fairly trimmed!,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2230,There is a closer car park for Avebury residents only but it does have a few disabled bays for the Avebury Stones.,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
2231,Easy access into the first field through a wide gate that is easy to open and close.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2232,Very thought provoking area to visit,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2233,Larger site with a bigger spread of stones throughout the surrounding fields.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2234,Disabled access is surprisingly good for being so rural and simply based in fields.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2235,Visited the National Trust House which is here.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2236,Inside each room is dressed in a different historic period.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2237,"Eg 1930, Georgian Victoria etc. Didn't go round the Avebury stones as it started to rain but saw them from a distance.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2238,Cafe here with indoor and outside tables,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
2239,Will not be rushing back unless I get centre court tickets,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2240,"Got there at 1130 am today and it was already over crowded, didn't see any tennis due to the small number of seats available on the outside courts, spotted Greg rusedski and asked for a quick pic but he said he was in a hurry !!","[0, 1, 0, 0, 0, 0, 1, 1, 0]"
2241,I was on Court No 1 which has new seating and a roof for the 2019 Championships and my seat right behind the baseline and three rows back was excellent.,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
2242,Of course the tennis is unequalled anywhere.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2243,"If the AELTC could sort those out the whole experience would be pretty near perfect, especially for those lucky enough to have ticket for Centre or No. 1 Courts, both of which now offer guarantee play whatever the weather.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
2244,"The only downside is the queues for food, drink, ice cream etc, which can be horrendous.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2245,Everything apart from watching the tennis is aimed at separating you from your money.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2246,Hey ho at least it is another great British tradition.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
2247,Getting there in itself is either a long uphill walk or expensive transportation.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2248,All in all only worth it if you have seats or pointy elbows and a complete disregard for social niceties.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
